RadiusFromCore,Density,Pressure,VelocityMagnitude
1.12193,65099.1,6309.91,0.0314932
1.08158,1.42388e+06,142188,0.0282578
1.06722,1.36731e+06,136531,0.0303931
1.11328,44588.6,4258.86,0.0297167
1.10058,1.6616e+06,165960,0.0302344
1.081,684499,68249.9,0.0299856
1.07937,826396,82439.6,0.027388
1.07006,2.77073e+06,276873,0.0297506
1.08179,554892,55289.2,0.0294554
1.10989,1.02498e+06,102298,0.0310456
1.13719,27102.3,2510.23,0.0279744
1.0737,1.91389e+06,191189,0.0282615
1.11835,384604,38260.4,0.0280227
1.09859,293707,29170.7,0.0311174
1.12557,454872,45287.2,0.032684
1.0896,440847,43884.7,0.0297911
1.12984,24479.4,2247.94,0.027151
1.08452,824082,82208.2,0.0290382
1.0929,169746,16774.6,0.0298667
1.15525,45957.1,4395.71,0.033716
1.08853,334676,33267.6,0.0310807
1.07244,460663,45866.3,0.0334268
1.0689,1.67414e+06,167214,0.0290609
1.12082,130692,12869.2,0.0290872
1.06457,1.9114e+06,190940,0.0298137
1.07852,299114,29711.4,0.0308195
1.06365,2.1131e+06,211110,0.0300613
1.13565,109571,10757.1,0.0306336
1.13604,92691.2,9069.12,0.0291328
1.17173,26896.6,2489.66,0.0279176
1.07566,391779,38977.9,0.029657
1.12442,147436,14543.6,0.0264277
1.08846,253227,25122.7,0.0243695
1.09445,643006,64100.6,0.0262245
1.12954,150936,14893.6,0.0282686
1.06427,2.06323e+06,206123,0.0295669
1.12336,158358,15635.8,0.028812
1.14694,26783.2,2478.32,0.0279492
1.09347,660328,65832.8,0.0294233
1.10623,778264,77626.4,0.0286471
1.14342,36196.7,3419.67,0.0296902
1.08531,350139,34813.9,0.0519268
1.06446,553654,55165.4,0.0320658
1.11462,386301,38430.1,0.0294331
1.08588,315342,31334.2,0.0314153
1.09123,889283,88728.3,0.0312663
1.1396,34873.9,3287.39,0.0265734
1.13954,111322,10932.2,0.030898
1.14015,171372,16937.2,0.030975
1.0884,656279,65427.9,0.0369017
1.08126,634945,63294.5,0.0344493
1.06941,1.49021e+06,148821,0.0298417
1.08542,3.01002e+06,300802,0.0339461
1.09598,771802,76980.2,0.029204
1.0709,900004,89800.4,0.0385508
1.12885,24479.4,2247.94,0.0271509
1.08209,433778,43177.8,0.0310017
1.13214,162393,16039.3,0.0327882
1.08964,115175,11317.5,0.0309616
1.07528,664102,66210.2,0.029743
1.12176,80902.9,7890.29,0.0291437
1.07573,412486,41048.6,0.0298554
1.06845,881841,87984.1,0.0292439
1.10942,1.12824e+06,112624,0.0298975
1.10083,193761,19176.1,0.0318621
1.08611,271720,26972,0.0284289
1.10498,706634,70463.4,0.0331572
1.07855,896139,89413.9,0.0309721
1.09333,90120.2,8812.02,0.0277865
1.15819,24626.7,2262.67,0.0272125
1.11611,425261,42326.1,0.0323912
1.0674,360139,35813.9,0.0284716
1.11618,467475,46547.5,0.0299924
1.0941,627721,62572.1,0.0287348
1.10979,37360.4,3536.04,0.0296983
1.113,433641,43164.1,0.0301188
1.08837,103260,10126,0.0284995
1.06832,662003,66000.3,0.0295998
1.07842,1.17868e+06,117668,0.0264134
1.08865,44374.5,4237.45,0.0281942
1.13107,77241.4,7524.14,0.0294474
1.07137,1.18722e+06,118522,0.0315244
1.13802,155328,15332.8,0.0362481
1.12199,159554,15755.4,0.0286884
1.09056,1.62359e+06,162159,0.0292854
1.13415,161121,15912.1,0.0318746
1.12709,43681,4168.1,0.0312155
1.1311,344199,34219.9,0.0303591
1.07529,462046,46004.6,0.0305525
1.09753,544482,54248.2,0.0301187
1.12585,34859.3,3285.93,0.0297138
1.13942,117339,11533.9,0.0309011
1.08976,83281.9,8128.19,0.0304037
1.12133,227089,22508.9,0.0271746
1.07637,1.2819e+06,127990,0.0351225
1.10851,35323.3,3332.33,0.0281975
1.13032,240863,23886.3,0.0306695
1.06925,313453,31145.3,0.0260434
1.12757,289063,28706.3,0.0289588
1.15098,33112.8,3111.28,0.0297087
1.09074,859848,85784.8,0.0317721
1.09282,707426,70542.6,0.0323626
1.12318,103051,10105.1,0.0288896
1.13453,186398,18439.8,0.0323834
1.07441,449322,44732.2,0.0309115
1.11703,151223,14922.3,0.0284128
1.10813,307372,30537.2,0.0314301
1.14174,85769.8,8376.98,0.0266199
1.09028,58161,5616.1,0.0285501
1.1388,139703,13770.3,0.0279379
1.1493,24479.4,2247.94,0.027151
1.06987,1.45647e+06,145447,0.02888
1.1407,28620.7,2662.07,0.0280664
1.13164,347320,34532,0.0334543
1.07571,488177,48617.7,0.0312812
1.07285,46546.5,4454.65,0.0303359
1.08388,350788,34878.8,0.031097
1.07279,676995,67499.5,0.0319934
1.08178,129645,12764.5,0.0298483
1.0548,589205,58720.5,0.0283893
1.08855,63888.1,6188.81,0.0311058
1.0903,991991,98999.1,0.0294527
1.09267,183699,18169.9,0.0308451
1.08114,57731.6,5573.16,0.0308268
1.09868,41403,3940.3,0.0307147
1.12847,337541,33554.1,0.0309584
1.08909,1.21164e+06,120964,0.028975
1.07583,1.24737e+06,124537,0.0297469
1.0694,1.24667e+06,124467,0.0294735
1.07868,2.05873e+06,205673,0.0316303
1.12135,185488,18348.8,0.0306651
1.09587,536387,53438.7,0.0269157
1.06113,3.24323e+06,324123,0.0296905
1.10912,509020,50702,0.0318108
1.16332,41597.4,3959.74,0.0310284
1.10549,93157.7,9115.77,0.0287041
1.09137,178403,17640.3,0.0352773
1.07924,2.02384e+06,202184,0.0283315
1.1196,324602,32260.2,0.0312074
1.08281,618665,61666.5,0.0310843
1.07544,677602,67560.2,0.027938
1.0781,2.36705e+06,236505,0.0304515
1.12512,240615,23861.5,0.0302564
1.13849,131156,12915.6,0.0334478
1.06422,1.97373e+06,197173,0.0301921
1.09588,80022.7,7802.27,0.0311564
1.08299,394056,39205.6,0.0306475
1.06739,1.33225e+06,133025,0.0315991
1.09029,941289,93928.9,0.0305093
1.13983,50697.3,4869.73,0.0318519
1.08616,2.82405e+06,282205,0.0361706
1.0969,160519,15851.9,0.0322428
1.08791,468716,46671.6,0.0296912
1.11666,280372,27837.2,0.0320484
1.11458,134794,13279.4,0.0302137
1.09163,102262,10026.2,0.0265971
1.1384,27074,2507.4,0.0277896
1.08987,272498,27049.8,0.0305446
1.06871,958191,95619.1,0.030263
1.09148,32353,3035.3,0.0295665
1.11987,126380,12438,0.0252541
1.09958,261527,25952.7,0.0327003
1.07021,1.03683e+06,103483,0.0330379
1.10361,1.03281e+06,103081,0.0298376
1.14148,41107,3910.7,0.0319279
1.0802,570611,56861.1,0.0302
1.07176,754768,75276.8,0.026899
1.08264,164830,16283,0.0251563
1.08489,193392,19139.2,0.0316128
1.083,303840,30184,0.0278961
1.1299,393077,39107.7,0.03032
1.13311,141603,13960.3,0.0326446
1.1317,189516,18751.6,0.0280411
1.09286,1.07225e+06,107025,0.0286038
1.07788,406248,40424.8,0.0311062
1.15359,29537.7,2753.77,0.0275872
1.07676,457476,45547.6,0.0328278
1.07259,443412,44141.2,0.0291622
1.09779,547959,54595.9,0.0304233
1.09854,33266.2,3126.62,0.0275258
1.1284,329199,32719.9,0.0300308
1.08788,2.34038e+06,233838,0.0296771
1.06941,990315,98831.5,0.036023
1.08562,627867,62586.7,0.0292725
1.0696,2.80123e+06,279923,0.0299734
1.09995,501760,49976,0.0413426
1.11255,89345.9,8734.59,0.0275719
1.08393,946681,94468.1,0.0367765
1.10097,1.492e+06,149000,0.0299836
1.10526,123286,12128.6,0.0537299
1.09748,431170,42917,0.0281035
1.08103,1.97134e+06,196934,0.0271012
1.14621,57635.3,5563.53,0.0276072
1.09142,912101,91010.1,0.0328784
1.16443,35290.4,3329.04,0.0309251
1.15531,24479.4,2247.94,0.027151
1.07509,1.73954e+06,173754,0.0302259
1.10985,304980,30298.1,0.0339661
1.13527,352542,35054.2,0.0380665
1.09756,76384.6,7438.46,0.031188
1.07115,1.32773e+06,132573,0.0273881
1.07911,1.95341e+06,195141,0.0300595
1.08534,2.8376e+06,283560,0.0309168
1.08731,162951,16095.1,0.0289647
1.0909,1.62021e+06,161821,0.0349421
1.06927,802114,80011.4,0.0291803
1.08232,573711,57171.1,0.0288188
1.14064,54228.1,5222.81,0.0290623
1.13304,207957,20595.7,0.0356386
1.08998,1.66089e+06,165889,0.0330356
1.09569,94170.6,9217.06,0.0306761
1.07979,1.90318e+06,190118,0.0286864
1.14521,40249.2,3824.92,0.0308843
1.07064,2.47196e+06,246996,0.0306502
1.0817,1.49217e+06,149017,0.0285051
1.07565,341200,33920,0.0293775
1.07654,342862,34086.2,0.0291708
1.08567,2.85835e+06,285635,0.0317251
1.05461,584233,58223.3,0.0283758
1.09754,124013,12201.3,0.0338647
1.12035,81519.8,7951.98,0.0303073
1.07945,775617,77361.7,0.0301858
1.10397,259805,25780.5,0.0349701
1.0761,1.36457e+06,136257,0.0303037
1.08872,599727,59772.7,0.0310084
1.08808,654469,65246.9,0.0315903
1.07507,1.59611e+06,159411,0.0286685
1.07022,71146,6914.6,0.034103
1.14244,97234.8,9523.48,0.0305781
1.08656,688199,68619.9,0.0299108
1.07594,1.18084e+06,117884,0.029755
1.08343,487769,48576.9,0.0322129
1.07547,604867,60286.7,0.0290016
1.07015,1.524e+06,152200,0.0277807
1.09717,589119,58711.9,0.0333623
1.09686,549130,54713,0.030438
1.08574,51067.2,4906.72,0.0330235
1.0731,1.75941e+06,175741,0.0317091
1.14067,113755,11175.5,0.0270759
1.08325,392215,39021.5,0.0306827
1.07104,658906,65690.6,0.0274524
1.09581,508704,50670.4,0.0328885
1.12789,168942,16694.2,0.0310609
1.10835,333981,33198.1,0.0299131
1.0854,292177,29017.7,0.03133
1.13004,257619,25561.9,0.0259863
1.10026,212966,21096.6,0.0287895
1.12199,177627,17562.7,0.0302249
1.07321,671277,66927.7,0.0342576
1.14636,121702,11970.2,0.029486
1.10006,32308.5,3030.85,0.0281506
1.0887,510413,50841.3,0.0320929
1.13091,124455,12245.5,0.0299913
1.11143,312890,31089,0.0305198
1.09564,603312,60131.2,0.0244324
1.0975,94930.7,9293.07,0.0305756
1.12729,101351,9935.07,0.0290155
1.0758,389391,38739.1,0.0286855
1.12329,70603,6860.3,0.032514
1.08597,67993.1,6599.31,0.0279798
1.07372,919702,91770.2,0.0309346
1.08133,165079,16307.9,0.0303827
1.06076,1.94893e+06,194693,0.0306871
1.08339,471293,46929.3,0.0321412
1.13053,198621,19662.1,0.0300223
1.10166,242776,24077.6,0.0310048
1.14361,59583.2,5758.32,0.0335557
1.06423,2.02064e+06,201864,0.0301471
1.06485,1.84714e+06,184514,0.0298533
1.09055,1.53425e+06,153225,0.0308519
1.07286,486589,48458.9,0.0289545
1.07435,570178,56817.8,0.0305766
1.11977,123675,12167.5,0.0263789
1.13506,230311,22831.1,0.0320031
1.11337,83870.3,8187.03,0.0336143
1.09319,40858.3,3885.83,0.0285428
1.10211,1.22395e+06,122195,0.0302555
1.11702,237354,23535.4,0.0293375
1.06326,2.24759e+06,224559,0.0317033
1.06655,1.69443e+06,169243,0.0355557
1.0746,503636,50163.6,0.0301027
1.10935,66931.6,6493.16,0.0297296
1.08275,459810,45781,0.0295138
1.08295,956424,95442.4,0.0307428
1.12572,143496,14149.6,0.0294407
1.0908,312869,31086.9,0.0293532
1.08419,428297,42629.7,0.0310191
1.09679,149022,14702.2,0.0274757
1.07386,454406,45240.6,0.0302265
1.13673,199604,19760.4,0.0302902
1.08041,589745,58774.5,0.0303363
1.0732,460287,45828.7,0.0291692
1.06237,1.62789e+06,162589,0.0311509
1.06893,679246,67724.6,0.0301421
1.12503,455703,45370.3,0.0299271
1.1061,58875.8,5687.58,0.0282247
1.05889,335128,33312.8,0.0288462
1.0928,106197,10419.7,0.0286424
1.0684,896519,89451.9,0.0292736
1.11441,434691,43269.1,0.0283051
1.08929,1.97105e+06,196905,0.0322208
1.09286,1.07225e+06,107025,0.0286037
1.07635,316074,31407.4,0.0303235
1.07808,316008,31400.8,0.030075
1.10327,657847,65584.7,0.0292401
1.14324,25913,2391.3,0.0275102
1.1161,119474,11747.4,0.0283019
1.07123,850122,84812.2,0.027211
1.07081,2.48638e+06,248438,0.0292035
1.10204,1.28988e+06,128788,0.0289925
1.08363,1.02876e+06,102676,0.0298923
1.13355,106737,10473.7,0.0360403
1.10702,400345,39834.5,0.0304755
1.0671,1.38921e+06,138721,0.0310031
1.09303,764949,76294.9,0.0293223
1.11033,430066,42806.6,0.0296682
1.1201,61132,5913.2,0.0299122
1.13591,154616,15261.6,0.032163
1.08018,199060,19706,0.0293477
1.12095,152771,15077.1,0.0271917
1.07902,470396,46839.6,0.0267546
1.1334,135603,13360.3,0.032834
1.07496,767449,76544.9,0.0266944
1.07796,574248,57224.8,0.0307871
1.10814,871890,86989,0.0297557
1.12048,25368.8,2336.88,0.0270713
1.06954,991673,98967.3,0.0344445
1.09072,1.26878e+06,126678,0.0310093
1.14145,216405,21440.5,0.0294617
1.06444,566797,56479.7,0.0307091
1.13566,27751.4,2575.14,0.0287228
1.07055,508108,50610.8,0.0307962
1.07644,312092,31009.2,0.0307444
1.13614,168978,16697.8,0.0329004
1.07255,638554,63655.4,0.0272453
1.135,101641,9964.07,0.032459
1.08544,360877,35887.7,0.0328981
1.08102,1.58668e+06,158468,0.0311599
1.09207,731791,72979.1,0.0310394
1.09446,582137,58013.7,0.0315637
1.10704,696922,69492.2,0.0318401
1.11303,225497,22349.7,0.0304672
1.11288,943715,94171.5,0.033138
1.13974,29148.3,2714.83,0.0291226
1.07605,355943,35394.3,0.0302248
1.08657,703643,70164.3,0.0327389
1.07329,954010,95201,0.0314466
1.07537,1.45955e+06,145755,0.0317418
1.08087,1.52741e+06,152541,0.0310061
1.11307,275674,27367.4,0.0322507
1.07151,1.16289e+06,116089,0.0322236
1.08199,593581,59158.1,0.0294754
1.1356,228018,22601.8,0.0305062
1.07038,1.42621e+06,142421,0.027886
1.08696,270735,26873.5,0.0293801
1.13156,111036,10903.6,0.0269236
1.07206,671885,66988.5,0.0246866
1.11466,271371,26937.1,0.0328301
1.0768,330526,32852.6,0.0278095
1.09152,1.33753e+06,133553,0.0312099
1.07173,576244,57424.4,0.0303072
1.14381,214705,21270.5,0.031847
1.11384,227108,22510.8,0.0287626
1.08371,405273,40327.3,0.0355666
1.08392,355908,35390.8,0.0345736
1.08904,1.11963e+06,111763,0.031045
1.12729,348466,34646.6,0.0328746
1.1014,429379,42737.9,0.033085
1.07944,798992,79699.2,0.0298844
1.09662,801339,79933.9,0.0301094
1.07544,1.35942e+06,135742,0.0287127
1.08767,742486,74048.6,0.0447962
1.07573,1.28099e+06,127899,0.0289363
1.08744,556124,55412.4,0.0297982
1.07545,481893,47989.3,0.0363314
1.08326,939982,93798.2,0.0299737
1.08017,219338,21733.8,0.0322355
1.08122,683841,68184.1,0.0335254
1.13481,183426,18142.6,0.0278189
1.07041,1.39376e+06,139176,0.0280372
1.08208,40386.5,3838.65,0.034653
1.06211,1.59063e+06,158863,0.0307558
1.07257,1.05704e+06,105504,0.0292628
1.07807,307103,30510.3,0.0262278
1.06586,1.69901e+06,169701,0.0288431
1.08938,1.87912e+06,187712,0.0343027
1.0931,310325,30832.5,0.0290112
1.13363,141942,13994.2,0.0319336
1.07645,381694,37969.4,0.030295
1.07376,1.90042e+06,189842,0.0309395
1.08484,91600.5,8960.05,0.0316721
1.07297,466907,46490.7,0.0296657
1.08286,117483,11548.3,0.030205
1.14118,71246.2,6924.62,0.0297516
1.10474,1.08932e+06,108732,0.0291815
1.06355,2.22968e+06,222768,0.0332035
1.07104,2.39625e+06,239425,0.0294034
1.07145,644484,64248.4,0.0293273
1.11116,121357,11935.7,0.0303332
1.07603,1.28412e+06,128212,0.0328124
1.10379,972410,97041,0.0311597
1.10456,972513,97051.3,0.0303696
1.13951,36787.7,3478.77,0.0274316
1.10902,459813,45781.3,0.0395636
1.14417,28646.4,2664.64,0.0279715
1.1284,35920.1,3392.01,0.0284582
1.07015,2.56253e+06,256053,0.0288683
1.0766,1.09481e+06,109281,0.0314519
1.06099,1.97849e+06,197649,0.0286441
1.07993,425209,42320.9,0.0289253
1.12643,49831.3,4783.13,0.0300652
1.07793,255040,25304,0.0331634
1.1311,367565,36556.5,0.0318646
1.06014,2.12739e+06,212539,0.0283636
1.1132,61156.7,5915.67,0.0337495
1.06113,836667,83466.7,0.0301199
1.13789,32275.9,3027.59,0.0312127
1.14043,32666.8,3066.68,0.0281585
1.07011,1.00638e+06,100438,0.0301901
1.07295,45203.2,4320.32,0.031177
1.08557,52149.4,5014.94,0.0294758
1.13496,160521,15852.1,0.0322047
1.07488,395153,39315.3,0.0297188
1.10265,644025,64202.5,0.0313818
1.11062,871533,86953.3,0.0302626
1.07554,1.29765e+06,129565,0.0295941
1.13699,24479.4,2247.94,0.027151
1.12239,49476.8,4747.68,0.0312951
1.10923,543457,54145.7,0.0319725
1.0762,1.23641e+06,123441,0.029285
1.06194,2.83027e+06,282827,0.0286872
1.0746,1.50377e+06,150177,0.0315644
1.08337,453521,45152.1,0.0297542
1.06938,926001,92400.1,0.0314089
1.0842,415302,41330.2,0.0365939
1.07733,336808,33480.8,0.030426
1.10535,908006,90600.6,0.0338908
1.13888,26926.5,2492.65,0.0269058
1.07649,1.13498e+06,113298,0.0287657
1.08234,1.31338e+06,131138,0.0324781
1.08961,84578.6,8257.86,0.0286158
1.07083,1.25089e+06,124889,0.0297783
1.07378,933188,93118.8,0.0314208
1.08567,2.85835e+06,285635,0.0317259
1.09995,501278,49927.8,0.0414251
1.07277,49716.9,4771.69,0.0317814
1.06651,398224,39622.4,0.0287458
1.06209,2.81513e+06,281313,0.0292537
1.06618,1.61671e+06,161471,0.0298489
1.08171,576079,57407.9,0.0264513
1.07107,651548,64954.8,0.029566
1.06863,848948,84694.8,0.0302011
1.10287,623254,62125.4,0.0305939
1.13515,204872,20287.2,0.0296524
1.10166,143354,14135.4,0.0291466
1.09087,270710,26871,0.0274518
1.06314,2.72713e+06,272513,0.0315708
1.08452,1.01396e+06,101196,0.0281779
1.08236,177295,17529.5,0.0293016
1.1105,935175,93317.5,0.0315447
1.08203,413161,41116.1,0.032568
1.13171,135545,13354.5,0.0327325
1.06215,2.92034e+06,291834,0.0283382
1.10335,54412,5241.2,0.0317816
1.08981,309979,30797.9,0.0281524
1.08981,444520,44252,0.0319061
1.15137,26380.2,2438.02,0.0277514
1.07542,730038,72803.8,0.0324943
1.08469,126906,12490.6,0.0283004
1.07392,878149,87614.9,0.0317587
1.06303,1.45948e+06,145748,0.0297837
1.0852,904342,90234.2,0.0357912
1.11442,35232.5,3323.25,0.0284599
1.08126,238354,23635.4,0.0341421
1.08913,1.94585e+06,194385,0.0307439
1.08249,536660,53466,0.0326144
1.12344,291289,28928.9,0.036328
1.06747,877605,87560.5,0.0282633
1.08718,2.352e+06,235000,0.0323914
1.07202,675074,67307.4,0.024564
1.07233,837901,83590.1,0.0288172
1.06336,1.44223e+06,144023,0.0282943
1.08599,363132,36113.2,0.0305188
1.07961,621428,61942.8,0.0321526
1.07668,347302,34530.2,0.0306313
1.11573,109680,10768,0.0321854
1.12743,392748,39074.8,0.0246125
1.08082,1.77723e+06,177523,0.0278828
1.14266,27138.3,2513.83,0.0282601
1.12817,51367.8,4936.78,0.0312116
1.10974,1.0234e+06,102140,0.0305199
1.12501,540456,53845.6,0.032047
1.09402,1.07831e+06,107631,0.0301773
1.07493,430549,42854.9,0.0324264
1.07056,816719,81471.9,0.0354575
1.13472,130827,12882.7,0.0268799
1.07344,472296,47029.6,0.0293465
1.07595,711483,70948.3,0.0275793
1.07273,462569,46056.9,0.0307911
1.11207,482750,48075,0.0332948
1.0735,894665,89266.5,0.0299079
1.09166,110405,10840.5,0.0305148
1.10565,199568,19756.8,0.0307689
1.10166,242777,24077.7,0.0310049
1.10986,688902,68690.2,0.0325591
1.14307,40801,3880.1,0.0282248
1.08445,3.19377e+06,319177,0.0327267
1.0849,3.01089e+06,300889,0.0309732
1.09699,630337,62833.7,0.0285626
1.06395,1.29706e+06,129506,0.0296595
1.07544,383613,38161.3,0.0296095
1.0931,59482.1,5748.21,0.0316916
1.1174,240366,23836.6,0.0280351
1.06033,3.40571e+06,340371,0.029938
1.12847,179357,17735.7,0.0270966
1.08855,226216,22421.6,0.0258599
1.09863,603223,60122.3,0.0313871
1.11048,375448,37344.8,0.0284556
1.07254,2.07222e+06,207022,0.0313302
1.09429,730597,72859.7,0.0327109
1.08199,571552,56955.2,0.0292012
1.06066,3.3759e+06,337390,0.0291171
1.13769,24479.4,2247.94,0.0271509
1.09293,97288,9528.8,0.0277343
1.11497,335737,33373.7,0.0313942
1.10008,245743,24374.3,0.0303069
1.07448,426250,42425,0.0320671
1.13106,213568,21156.8,0.0357537
1.13145,34829.6,3282.96,0.0289622
1.07813,479814,47781.4,0.029121
1.13883,26301.2,2430.12,0.027583
1.08366,929601,92760.1,0.0306786
1.09252,1.13013e+06,112813,0.0288028
1.10982,89812.5,8781.25,0.0284335
1.08832,2.07239e+06,207039,0.0344503
1.08061,182128,18012.8,0.033113
1.08628,321593,31959.3,0.0293861
1.06701,105485,10348.5,0.0284038
1.06769,806820,80482,0.031712
1.09072,259137,25713.7,0.0295402
1.08542,3.01002e+06,300802,0.0339461
1.13532,43436.9,4143.69,0.0288367
1.10644,527448,52544.8,0.0268905
1.09776,163950,16195,0.0302164
1.09511,642517,64051.7,0.0432737
1.09459,1.02424e+06,102224,0.0295944
1.08365,415192,41319.2,0.0317691
1.10885,144769,14276.9,0.0294834
1.07503,1.45317e+06,145117,0.0340733
1.08093,717650,71565,0.0267156
1.07655,1.19e+06,118800,0.0282495
1.06139,2.92817e+06,292617,0.0308502
1.10456,272543,27054.3,0.0276023
1.06473,1.96371e+06,196171,0.0323767
1.09204,790598,78859.8,0.0315035
1.08421,840722,83872.2,0.0312192
1.13031,41810.3,3981.03,0.0360567
1.072,538769,53676.9,0.0283502
1.09797,104352,10235.2,0.0307661
1.07658,2.68613e+06,268413,0.0297783
1.12148,256617,25461.7,0.0329857
1.14434,87195.6,8519.56,0.0288793
1.06531,1.04635e+06,104435,0.0299584
1.0731,995488,99348.8,0.0296613
1.08601,2.86069e+06,285869,0.0320953
1.07258,482182,48018.2,0.0285984
1.09043,52704.8,5070.48,0.0314132
1.09148,1.36431e+06,136231,0.032594
1.07816,581420,57942,0.0257503
1.08172,175096,17309.6,0.0284167
1.07116,651105,64910.5,0.0296034
1.13377,113797,11179.7,0.0313715
1.10286,33922,3192.2,0.0296444
1.06447,1.22056e+06,121856,0.0294042
1.14543,65801.5,6380.15,0.0343139
1.09893,592900,59090.1,0.0292327
1.06081,3.4988e+06,349680,0.0282191
1.09849,606533,60453.3,0.0328132
1.0757,1.51752e+06,151552,0.0320312
1.09172,355307,35330.7,0.028458
1.07669,1.21814e+06,121614,0.0291171
1.13393,139992,13799.2,0.0252202
1.11688,94328.8,9232.88,0.0277054
1.11451,29231.3,2723.13,0.027625
1.11492,203116,20111.6,0.0316068
1.08328,941613,93961.3,0.0322241
1.10033,239663,23766.3,0.0305133
1.07492,848169,84616.9,0.0256418
1.12332,24479.4,2247.94,0.0271509
1.12599,139963,13796.3,0.0316831
1.07573,1.25698e+06,125498,0.0289806
1.06818,719973,71797.3,0.0300372
1.13365,314784,31278.4,0.0268632
1.07862,531180,52918,0.0260883
1.08832,227037,22503.7,0.0287555
1.08912,2.06032e+06,205832,0.0300672
1.12657,53370.2,5137.02,0.0290582
1.0649,1.84284e+06,184084,0.0307018
1.08498,3.11002e+06,310802,0.0310807
1.06155,802154,80015.4,0.0293466
1.07508,422886,42088.6,0.0280872
1.0902,369024,36702.4,0.0275809
1.11948,109451,10745.1,0.0303481
1.09606,454215,45221.5,0.0320631
1.08077,495390,49339,0.0323142
1.10435,248980,24698,0.0311512
1.08092,187316,18531.6,0.0278843
1.07539,1.39821e+06,139621,0.0293442
1.08161,709988,70798.8,0.0243382
1.09531,542408,54040.9,0.029028
1.08844,334078,33207.8,0.031803
1.12399,581088,57908.8,0.0350962
1.07258,2.1806e+06,217860,0.0323607
1.12431,495332,49333.2,0.0287985
1.08699,246018,24401.8,0.0308958
1.12157,25880.6,2388.06,0.0319549
1.07355,1.93124e+06,192924,0.0295963
1.07481,435563,43356.3,0.0293172
1.08092,183741,18174.1,0.0295851
1.11043,46826.3,4482.63,0.0313468
1.06855,1.64773e+06,164573,0.030116
1.14848,53939,5193.9,0.0347788
1.06662,917290,91529,0.0351496
1.05646,462242,46024.2,0.0315192
1.06625,1.53554e+06,153354,0.030588
1.06405,541911,53991.1,0.0297449
1.10053,40075.9,3807.59,0.0304138
1.08531,462735,46073.5,0.0298509
1.08445,3.19381e+06,319181,0.0327251
1.09183,1.40867e+06,140667,0.0333605
1.07518,357105,35510.5,0.0307969
1.11655,41495.1,3949.51,0.0302466
1.09275,110914,10891.4,0.0281684
1.07209,2.27846e+06,227646,0.0327417
1.07882,973109,97110.9,0.0310345
1.08463,357724,35572.4,0.0355577
1.11858,113684,11168.4,0.028579
1.09346,660640,65864,0.0374922
1.06729,1.46557e+06,146357,0.0352574
1.07248,2.0344e+06,203240,0.0336437
1.0819,1.20662e+06,120462,0.0312074
1.11546,537009,53500.9,0.0314625
1.07665,340948,33894.8,0.0333851
1.12533,510762,50876.2,0.0306009
1.0842,798301,79630.1,0.0373343
1.11667,188469,18646.9,0.0300745
1.08202,704967,70296.7,0.0318485
1.07934,904461,90246.1,0.0296476
1.08012,612007,61000.7,0.0292516
1.08038,1.58723e+06,158523,0.0318953
1.06906,1.73331e+06,173131,0.0291238
1.11352,258671,25667.1,0.0335077
1.09149,1.28464e+06,128264,0.0294088
1.08795,2.12403e+06,212203,0.0306378
1.08781,2.15359e+06,215159,0.0294207
1.07391,412449,41044.9,0.0294417
1.06829,334989,33298.9,0.0322953
1.0745,1.56275e+06,156075,0.0282686
1.0894,1.94273e+06,194073,0.0320822
1.13462,236151,23415.1,0.0305002
1.13266,301611,29961.1,0.0312137
1.08612,113849,11184.9,0.0298581
1.07974,900578,89857.8,0.0476704
1.10558,473784,47178.4,0.0377649
1.07107,2.46141e+06,245941,0.0303672
1.13409,249116,24711.6,0.0313647
1.11005,380170,37817,0.0299631
1.06081,3.22574e+06,322374,0.0295535
1.09266,121595,11959.5,0.0291771
1.07832,320032,31803.2,0.028204
1.12882,310371,30837.1,0.0304619
1.09236,157033,15503.3,0.0242095
1.06508,1.81534e+06,181334,0.0290329
1.09896,49993.9,4799.39,0.0306287
1.0758,1.34669e+06,134469,0.0355584
1.1246,115577,11357.7,0.0303735
1.07998,804704,80270.5,0.0302354
1.11451,218883,21688.3,0.0295265
1.07876,225936,22393.6,0.0302002
1.11745,37238.2,3523.82,0.0303711
1.06155,1.79333e+06,179133,0.0312428
1.11433,385110,38311,0.0335897
1.0708,531462,52946.2,0.0305694
1.08414,3.33832e+06,333632,0.0308256
1.06824,1.15214e+06,115014,0.0312221
1.06269,684235,68223.5,0.0292456
1.07513,413323,41132.3,0.0338146
1.07668,422747,42074.7,0.0328164
1.09167,1.35855e+06,135655,0.036281
1.14036,61639.5,5963.95,0.030623
1.08947,1.87632e+06,187432,0.0277993
1.14039,25879,2387.9,0.0277412
1.08872,350549,34854.9,0.0223465
1.09311,783443,78144.3,0.0320491
1.08853,2.03933e+06,203733,0.0323952
1.07256,572877,57087.7,0.0302403
1.0916,119568,11756.8,0.0275435
1.08335,127776,12577.6,0.0297548
1.06021,3.54469e+06,354269,0.0301254
1.1205,161386,15938.6,0.0300779
1.09973,287203,28520.3,0.0303406
1.11158,132736,13073.6,0.027258
1.12359,114984,11298.4,0.029703
1.14051,56433.9,5443.39,0.0301012
1.075,401222,39922.2,0.0298257
1.08759,65308.1,6330.81,0.0289068
