RadiusFromCore,Density,Pressure,VelocityMagnitude
1.08261,495363,49336.3,0.0272387
1.07987,1.91984e+06,191784,0.0293225
1.09437,632661,63066.1,0.042188
1.1238,126754,12475.4,0.0236327
1.09203,1.22202e+06,122002,0.0307951
1.0842,369994,36799.4,0.0296264
1.08007,829057,82705.7,0.0302455
1.07652,1.16831e+06,116631,0.0272586
1.09263,31753.6,2975.36,0.0278706
1.07379,1.76736e+06,176536,0.0308285
1.07557,119665,11766.5,0.029617
1.12271,663180,66118,0.0310756
1.10744,181579,17957.9,0.0316674
1.08126,517552,51555.2,0.0321357
1.09127,116175,11417.5,0.0304615
1.10631,918039,91603.9,0.0446841
1.14239,51577.9,4957.79,0.0327009
1.07856,961464,95946.4,0.0314534
1.11012,1.04733e+06,104533,0.0305507
1.09163,168196,16619.6,0.03302
1.08666,340780,33878,0.0305237
1.07287,2.10328e+06,210128,0.029536
1.08925,165890,16389,0.0296786
1.10936,309704,30770.4,0.0328898
1.10417,501742,49974.2,0.0307895
1.09146,247541,24554.1,0.0286086
1.11465,184136,18213.6,0.0293409
1.12562,443744,44174.4,0.0278138
1.08531,2.8984e+06,289640,0.035341
1.07419,1.5482e+06,154620,0.0294026
1.0772,377596,37559.6,0.0278419
1.07654,630151,62815.1,0.0301486
1.13018,606466,60446.7,0.0288187
1.12888,434025,43202.5,0.0327997
1.074,599995,59799.5,0.0413831
1.11912,236072,23407.2,0.034146
1.07628,2.77323e+06,277123,0.0327233
1.07592,1.23814e+06,123614,0.0296545
1.08812,228889,22688.9,0.0266803
1.11304,190418,18841.8,0.0307029
1.06259,2.66655e+06,266455,0.0320798
1.0877,185782,18378.2,0.0288095
1.06465,2.00324e+06,200124,0.0297959
1.08197,178907,17690.7,0.0333381
1.09315,1.18621e+06,118421,0.030763
1.07109,2.29617e+06,229417,0.0299677
1.07219,2.18357e+06,218157,0.0298175
1.0812,694963,69296.3,0.0303471
1.09686,54168.3,5216.83,0.0312704
1.07351,1.71955e+06,171755,0.0323623
1.09541,177310,17531,0.0291794
1.08577,284518,28251.8,0.0289044
1.07353,1.74672e+06,174472,0.0283502
1.07479,1.64669e+06,164469,0.0289035
1.12196,52433.8,5043.38,0.0326262
1.09289,659899,65789.9,0.0295116
1.10549,34994.5,3299.45,0.0273713
1.12708,43150.2,4115.02,0.0328524
1.06528,1.06401e+06,106201,0.0278059
1.07005,803463,80146.3,0.0324073
1.06211,1.59063e+06,158863,0.030756
1.07867,476121,47412.1,0.0293451
1.07052,1.3364e+06,133440,0.030106
1.0927,1.31712e+06,131512,0.0342586
1.08674,2.6149e+06,261290,0.0310994
1.08913,1.94601e+06,194401,0.0307151
1.09313,268647,26664.7,0.0283495
1.11068,28952.9,2695.29,0.0333577
1.08781,198358,19635.8,0.0296498
1.09173,338544,33654.4,0.0357408
1.06668,1.61123e+06,160923,0.0306497
1.08879,290089,28808.9,0.0489847
1.08772,206442,20444.2,0.0287118
1.06176,3.0092e+06,300720,0.0314948
1.08164,1.48024e+06,147824,0.0342887
1.08357,481044,47904.4,0.0276673
1.08119,521658,51965.8,0.0288787
1.11532,542645,54064.5,0.0339126
1.086,707592,70559.2,0.0298526
1.07981,758436,75643.6,0.0320307
1.12665,346067,34406.7,0.0285007
1.07376,1.85939e+06,185739,0.0305399
1.07357,2.13489e+06,213289,0.0273094
1.08153,313685,31168.5,0.0260441
1.07355,413738,41173.8,0.0288428
1.08165,1.47372e+06,147172,0.0304466
1.11866,140092,13809.2,0.0286873
1.08625,259277,25727.7,0.0285215
1.12959,636883,63488.3,0.0296876
1.09924,25411.9,2341.19,0.0331922
1.07668,2.57773e+06,257573,0.0296548
1.09308,30280.3,2828.03,0.0288244
1.10032,28230.8,2623.08,0.0275875
1.09675,118519,11651.9,0.0322156
1.13281,306840,30484,0.0296804
1.11521,321244,31924.4,0.0326924
1.08228,1.19185e+06,118985,0.02845
1.07835,215268,21326.8,0.0282494
1.16472,24479.4,2247.94,0.027151
1.07985,1.96724e+06,196524,0.0301377
1.10558,50282.3,4828.23,0.029137
1.11706,54102,5210.2,0.0274296
1.07646,1.18711e+06,118511,0.0287035
1.06093,3.27158e+06,326958,0.0290119
1.08318,433806,43180.6,0.0289201
1.09899,108481,10648.1,0.0286602
1.06026,3.58648e+06,358448,0.0294579
1.08047,670033,66803.3,0.0312781
1.11064,378766,37676.6,0.0281967
1.07301,2.12916e+06,212716,0.0303002
1.14234,27470.6,2547.06,0.027689
1.08867,265329,26332.9,0.0470444
1.10732,463819,46181.9,0.0317349
1.08418,823555,82155.5,0.0285213
1.08397,1.10948e+06,110748,0.0330861
1.08001,619249,61724.9,0.029841
1.07147,1.24899e+06,124699,0.0283257
1.06139,1.80205e+06,180005,0.0327442
1.08407,767578,76557.8,0.0309236
1.10708,42688.9,4068.89,0.0280785
1.08734,45536.1,4353.61,0.0330063
1.1194,174630,17263,0.0287617
1.06984,1.51425e+06,151225,0.0280026
1.09846,41814,3981.4,0.0304019
1.0964,199585,19758.5,0.0313793
1.06975,2.6171e+06,261510,0.030117
1.16007,25874.5,2387.45,0.0276711
1.07938,837818,83581.8,0.0287816
1.11227,771831,76983.1,0.0297189
1.06794,1.09209e+06,109009,0.0289155
1.09394,1.12405e+06,112205,0.0326563
1.07464,486183,48418.3,0.0322768
1.11113,130440,12844,0.0279596
1.08473,287656,28565.6,0.0285148
1.08202,421753,41975.3,0.029395
1.07691,1.2788e+06,127680,0.0277832
1.12422,639427,63742.7,0.0334291
1.15416,45317.4,4331.74,0.0312614
1.11405,203557,20155.7,0.0299652
1.07434,1.7451e+06,174310,0.0315444
1.08155,1.43724e+06,143524,0.0315005
1.10739,50574.8,4857.48,0.0303045
1.08224,1.45388e+06,145188,0.0356733
1.11007,388006,38600.6,0.0288441
1.11714,267268,26526.8,0.030446
1.10115,1.50324e+06,150124,0.031214
1.11038,386251,38425.1,0.0288197
1.12423,131786,12978.6,0.029576
1.07931,425341,42334.1,0.0263627
1.07848,273576,27157.6,0.025841
1.07075,614119,61211.9,0.0296583
1.13293,283831,28183.1,0.0297744
1.12881,701944,69994.4,0.0308023
1.0591,2.34613e+06,234413,0.0292096
1.08741,216517,21451.7,0.0295824
1.13807,38332.3,3633.23,0.0293683
1.0598,283177,28117.7,0.0295116
1.08751,650878,64887.8,0.0312214
1.06157,2.96816e+06,296616,0.0293587
1.11017,1.01117e+06,100917,0.0419049
1.11923,296262,29426.2,0.0434929
1.0931,1.22573e+06,122373,0.0297555
1.07381,515724,51372.4,0.0278619
1.0757,364988,36298.8,0.0296743
1.11434,630242,62824.2,0.0386076
1.07899,808378,80637.8,0.0288738
1.12496,495923,49392.3,0.0307622
1.07498,1.39901e+06,139701,0.0290154
1.10241,1.24468e+06,124268,0.0292393
1.09224,315336,31333.6,0.0317394
1.12752,108443,10644.3,0.0299183
1.10005,177773,17577.3,0.0300684
1.07787,799881,79788.1,0.0302185
1.08118,266819,26481.9,0.0287587
1.08084,548529,54652.9,0.0292321
1.08061,1.57874e+06,157674,0.0309965
1.149,39130.6,3713.06,0.0293543
1.10787,166177,16417.7,0.0377907
1.13298,24479.4,2247.94,0.027151
1.12026,29185.2,2718.53,0.0290322
1.09168,1.41292e+06,141092,0.0341183
1.06876,1.67549e+06,167349,0.029504
1.07292,946756,94475.6,0.0311305
1.06423,1.95205e+06,195005,0.0303895
1.13051,110261,10826.1,0.0285469
1.1012,181977,17997.7,0.0311965
1.13232,33451.4,3145.14,0.0300845
1.07596,1.21672e+06,121472,0.0293119
1.08307,1.10903e+06,110703,0.0294595
1.0887,621796,61979.6,0.0252659
1.11852,118541,11654.1,0.0313633
1.08761,616328,61432.8,0.0363072
1.09091,205520,20352,0.0316374
1.07751,327768,32576.8,0.0296947
1.07151,2.29542e+06,229342,0.0290277
1.0763,1.17775e+06,117575,0.0291116
1.08581,330385,32838.5,0.0310401
1.10051,1.62284e+06,162084,0.0284367
1.10102,1.47762e+06,147562,0.0291151
1.07409,1.70314e+06,170114,0.0316837
1.09342,95861.3,9386.13,0.0301464
1.07138,2.15369e+06,215169,0.030689
1.13568,184933,18293.3,0.0297526
1.10493,927920,92592,0.0286133
1.11123,913957,91195.7,0.0314762
1.1044,550135,54813.5,0.031352
1.07675,1.2244e+06,122240,0.0286633
1.07664,1.10389e+06,110189,0.0361063
1.10138,380684,37868.4,0.0398525
1.09766,36507.5,3450.75,0.0274091
1.05943,2.25265e+06,225065,0.0290085
1.07455,771283,76928.3,0.0315793
1.07387,903001,90100.1,0.0306791
1.08717,126995,12499.5,0.027926
1.10929,765240,76324.1,0.0298437
1.12562,29125.9,2712.59,0.0277801
1.09428,123130,12113,0.03428
1.13356,28779.3,2677.93,0.0282333
1.09651,116390,11439,0.0304029
1.07035,2.6595e+06,265750,0.0295804
1.16768,24479.4,2247.94,0.027151
1.07171,2.24186e+06,223986,0.0309748
1.0695,986215,98421.5,0.027262
1.07057,701650,69965,0.0312611
1.09285,99138.4,9713.84,0.0279973
1.07786,1.06744e+06,106544,0.0291896
1.14253,26817.9,2481.79,0.0278292
1.08734,744777,74277.7,0.0345595
1.0833,382373,38037.3,0.0313604
1.12053,251120,24912,0.0416024
1.13734,24724.2,2272.42,0.027099
1.11383,30417.6,2841.76,0.0285474
1.08862,151904,14990.4,0.0314454
1.07512,1.38856e+06,138656,0.0323395
1.10697,386567,38456.7,0.0327843
1.07051,623176,62117.6,0.0307915
1.0794,371593,36959.3,0.0288757
1.06873,870720,86872,0.0291975
1.15133,98973.8,9697.38,0.0289011
1.09358,1.00827e+06,100627,0.0295633
1.0625,1.46714e+06,146514,0.0304065
1.15432,51060.6,4906.06,0.0275173
1.0811,1.63261e+06,163061,0.0279486
1.11777,207934,20593.4,0.0295075
1.08229,603964,60196.4,0.0307914
1.09744,93838.5,9183.85,0.035119
1.07212,194146,19214.6,0.0315965
1.11449,273105,27110.5,0.0318807
1.08098,1.63787e+06,163587,0.0282571
1.10132,1.36583e+06,136383,0.0304525
1.09124,335921,33392.1,0.0300642
1.12712,48732.8,4673.28,0.0305718
1.07296,500840,49884,0.0272
1.0643,2.08215e+06,208015,0.0309415
1.07389,1.81936e+06,181736,0.030368
1.13312,48407,4640.7,0.0301887
1.0887,621800,61980,0.0252655
1.14528,58327.4,5632.74,0.0291459
1.10012,995028,99302.8,0.0317241
1.10604,509297,50729.7,0.0412979
1.07735,1.34064e+06,133864,0.0287182
1.08261,580072,57807.2,0.0297866
1.0856,272359,27035.9,0.033674
1.1024,1.20444e+06,120244,0.0295358
1.11935,318184,31618.4,0.0315064
1.10401,58237.1,5623.71,0.0256409
1.08342,1.17648e+06,117448,0.0318161
1.08708,216230,21423,0.0332993
1.07045,620750,61875,0.0300724
1.08236,136046,13404.6,0.0310884
1.08612,2.88488e+06,288288,0.0282023
1.08399,1.15379e+06,115179,0.0331394
1.1511,63492.7,6149.27,0.0304658
1.08448,883360,88136,0.029668
1.13901,209900,20790,0.0256854
1.12431,92093.3,9009.33,0.0306295
1.07803,2.19529e+06,219329,0.0296536
1.09449,217443,21544.3,0.0261488
1.0783,176388,17438.8,0.0308405
1.10086,32176,3017.6,0.0284685
1.13957,58616.5,5661.65,0.0273628
1.09857,44455.3,4245.53,0.0307433
1.09406,337279,33527.9,0.035989
1.11693,113921,11192.1,0.0295498
1.06655,1.69444e+06,169244,0.035559
1.08405,377558,37555.8,0.0293743
1.11326,682812,68081.2,0.035618
1.10099,1.53868e+06,153668,0.0307125
1.10918,40640,3864,0.0472402
1.10226,785938,78393.8,0.0300717
1.10445,52029.7,5002.97,0.0271666
1.08403,346611,34461.1,0.0275205
1.09712,106414,10441.4,0.0300686
1.07412,1.75742e+06,175542,0.0301644
1.09046,416374,41437.4,0.0320102
1.09178,110816,10881.6,0.0294914
1.07133,2.12654e+06,212454,0.030751
1.07894,227238,22523.8,0.0278495
1.0968,114202,11220.2,0.0272139
1.06931,1.07236e+06,107036,0.0353727
1.07803,817052,81505.2,0.0295812
1.06048,1.92965e+06,192765,0.0289537
1.07734,653666,65166.6,0.0235733
1.09326,1.01192e+06,100992,0.0295983
1.09143,1.49495e+06,149295,0.0299504
1.13581,259228,25722.8,0.0319544
1.10136,40276,3827.6,0.0275824
1.12405,26729.1,2472.91,0.0277615
1.10262,339336,33733.6,0.0351488
1.06206,2.92417e+06,292217,0.0287427
1.06692,1.63793e+06,163593,0.0326791
1.08944,502476,50047.6,0.028873
1.0705,2.63556e+06,263356,0.0285081
1.14174,35640.7,3364.07,0.0302226
1.09074,143622,14162.2,0.0290955
1.07159,2.09815e+06,209615,0.029837
1.12422,131828,12982.8,0.029578
1.06985,2.86276e+06,286076,0.0288383
1.08102,693936,69193.6,0.0307815
1.0891,48553.7,4655.37,0.0284994
1.08121,755855,75385.5,0.0288424
1.10149,1.33476e+06,133276,0.0300006
1.07338,1.65824e+06,165624,0.0314049
1.07364,2.07899e+06,207699,0.0293512
1.08413,1.12809e+06,112609,0.039216
1.08797,289182,28718.2,0.0284952
1.11117,55386.4,5338.64,0.0338127
1.09902,25787.1,2378.71,0.02706
1.08486,316261,31426.1,0.0278413
1.09201,252720,25072,0.0320667
1.10159,243995,24199.5,0.0298437
1.0706,1.31657e+06,131457,0.0314676
1.07657,583034,58103.4,0.0291569
1.10791,423725,42172.5,0.0272544
1.14938,34246.1,3224.61,0.028763
1.0835,400524,39852.4,0.0315528
1.08942,347522,34552.2,0.0305474
1.14478,80848.7,7884.87,0.02867
1.07653,1.38828e+06,138628,0.0307591
1.13835,51420.5,4942.05,0.0277706
1.07756,1.02547e+06,102347,0.0291283
1.08259,129994,12799.4,0.0297371
1.08052,225995,22399.5,0.0302243
1.11546,537008,53500.8,0.0314624
1.06209,2.81522e+06,281322,0.0292295
1.08681,779519,77751.9,0.0316046
1.07984,786470,78447,0.0360209
1.14476,33379.4,3137.94,0.0274926
1.11265,805526,80352.6,0.0331188
1.10243,1.36706e+06,136506,0.028016
1.07144,2.17445e+06,217245,0.0289604
1.09295,302511,30051.1,0.036211
1.13991,29203.7,2720.37,0.0288611
1.07429,1.69801e+06,169601,0.0328785
1.09363,330762,32876.2,0.0392667
1.06943,893525,89152.5,0.0316431
1.07008,266402,26440.2,0.0301889
1.0738,934181,93218.1,0.0287134
1.07256,1.06765e+06,106565,0.0281256
1.06213,1.62464e+06,162264,0.0316365
1.06432,1.18812e+06,118612,0.0343158
1.0727,1.79456e+06,179256,0.0303595
1.0753,348688,34668.8,0.0311912
1.06693,1.48462e+06,148262,0.0299668
1.07915,1.9146e+06,191260,0.036794
1.0793,267509,26550.9,0.0315434
1.14101,27908,2590.8,0.0280783
1.1152,518144,51614.4,0.031767
1.13101,41174.9,3917.49,0.0285217
1.09343,255731,25373.1,0.0317674
1.08714,268169,26616.9,0.0279759
1.08601,266135,26413.5,0.0290968
1.12719,24479.4,2247.94,0.027151
1.13753,85017.4,8301.74,0.0287214
1.08164,1.24241e+06,124041,0.0311885
1.1115,809880,80788,0.0295914
1.09109,124341,12234.1,0.0284413
1.07243,658949,65694.9,0.0281611
1.0892,462663,46066.3,0.0290465
1.10879,1.18942e+06,118742,0.0310867
1.08969,444818,44281.8,0.0286874
1.10165,89516.1,8751.61,0.0337693
1.0812,1.70815e+06,170615,0.0301249
1.09633,217000,21500,0.0305292
1.07726,1.24443e+06,124243,0.0299746
1.08385,1.06432e+06,106232,0.031146
1.08589,273395,27139.5,0.0319036
1.07053,661335,65933.5,0.0315941
1.07926,2.03237e+06,203037,0.0294794
1.08806,79307.9,7730.79,0.0266322
1.07076,2.38344e+06,238144,0.0302356
1.13058,205793,20379.3,0.0297125
1.09236,242356,24035.6,0.0307991
1.1407,170204,16820.4,0.0308662
1.07807,2.19863e+06,219663,0.0308742
1.0659,1.60136e+06,159936,0.0296949
1.07799,537010,53501,0.029478
1.08937,213092,21109.2,0.0275916
1.07348,417732,41573.2,0.0305798
1.09784,687179,68517.9,0.030683
1.12709,450818,44881.8,0.0329197
1.08541,281215,27921.5,0.0288621
1.10932,1.06105e+06,105905,0.032237
1.14915,24738.6,2273.86,0.0271452
1.1182,349580,34758,0.0312011
1.10197,74840.7,7284.07,0.0279087
1.10028,295055,29305.5,0.0343426
1.10937,1.06176e+06,105976,0.0307866
1.08417,550761,54876.1,0.0464535
1.11105,908496,90649.6,0.0293101
1.07988,190706,18870.6,0.0281069
1.07987,348332,34633.2,0.0298427
1.11588,144972,14297.2,0.0323785
1.12784,25245.8,2324.58,0.027247
1.08991,48295.1,4629.51,0.0302393
1.10058,34558.7,3255.87,0.0295713
1.0813,480042,47804.2,0.0287925
1.13607,39029.6,3702.96,0.0270273
1.07015,591176,58917.6,0.0363569
1.13104,34111.9,3211.19,0.0288585
1.08603,86102.5,8410.25,0.0340373
1.14986,44079,4207.9,0.0331747
1.07538,361294,35929.4,0.0291576
1.10216,238163,23616.3,0.0301683
1.08234,1.12827e+06,112627,0.0317358
1.13586,194893,19289.3,0.0342963
1.09915,450551,44855.1,0.0310863
1.08508,331267,32926.7,0.030715
1.0902,327063,32506.3,0.0354914
1.08331,353352,35135.2,0.0305925
1.07499,458613,45661.3,0.0320799
1.06452,2.07819e+06,207619,0.0322504
1.12028,109636,10763.6,0.0276836
1.07366,1.80787e+06,180587,0.0312106
1.0977,711765,70976.5,0.032459
1.06131,2.97786e+06,297586,0.0298121
1.10866,1.18661e+06,118461,0.0306509
1.06274,663441,66144.1,0.0292608
1.08354,1.11885e+06,111685,0.0311431
1.11018,388519,38651.9,0.0304698
1.09196,68609.5,6660.95,0.0343228
1.09752,305306,30330.6,0.0267857
1.12163,60685.9,5868.59,0.0292394
1.13353,120164,11816.4,0.0298561
1.11012,1.04738e+06,104538,0.0305528
1.07481,1.33081e+06,132881,0.0301324
1.07417,1.53997e+06,153797,0.0288083
1.0652,1.12859e+06,112659,0.0358588
1.12862,97529.9,9552.99,0.0279995
1.11184,544514,54251.4,0.0329182
1.09148,1.36424e+06,136224,0.032498
1.06958,268327,26632.7,0.028764
1.07046,1.34047e+06,133847,0.0295642
1.12864,36705.2,3470.52,0.0286386
1.08864,224969,22296.9,0.0320162
1.14016,32263.7,3026.37,0.0301499
1.13247,102114,10011.4,0.0257621
1.07883,137601,13560.1,0.0310925
1.08306,1.28176e+06,127976,0.0280414
1.1272,27145,2514.5,0.0277068
1.06994,915645,91364.5,0.038013
1.07326,1.8265e+06,182450,0.0284911
1.08285,124720,12272,0.0315737
1.07916,924890,92289,0.034836
1.09828,650813,64881.3,0.0325649
1.11778,162546,16054.6,0.0331405
1.13335,57185,5518.5,0.0327258
1.07777,930291,92829.1,0.0301403
1.0798,859605,85760.5,0.0324884
1.07337,1.97293e+06,197093,0.0322863
1.13037,72897.3,7089.73,0.0286156
1.07215,1.9602e+06,195820,0.0309012
1.12125,696805,69480.5,0.0304061
1.1292,95728.1,9372.81,0.0318235
1.10822,520517,51851.7,0.0307974
1.06835,1.26609e+06,126409,0.0281115
1.07473,1.42638e+06,142438,0.0354894
1.09701,788197,78619.7,0.0336692
1.13246,300380,29838,0.0295537
1.07889,278507,27650.7,0.0311489
1.08569,385271,38327.1,0.0284341
1.13488,209102,20710.2,0.0332305
1.16132,25874.5,2387.45,0.0274687
1.10463,173402,17140.2,0.0303901
1.12016,461783,45978.3,0.030479
1.08082,164448,16244.8,0.0290319
1.08232,1.15912e+06,115712,0.0316707
1.09274,231812,22981.2,0.0313119
1.13115,180779,17877.9,0.0287989
1.09185,93842.5,9184.25,0.031121
1.14808,43911.6,4191.16,0.026858
1.10274,653626,65162.6,0.0329527
1.09314,293230,29123,0.0312907
1.06424,2.14919e+06,214719,0.0327081
1.08979,171340,16934,0.0280778
1.07959,865448,86344.8,0.0288674
1.07926,757257,75525.7,0.0293741
1.07577,1.46555e+06,146355,0.0285534
1.08627,846051,84405.1,0.0321618
1.07783,828264,82626.4,0.0310156
1.10331,633516,63151.7,0.0330071
1.06975,657399,65539.9,0.0292136
1.09594,213377,21137.7,0.0322429
1.13722,105699,10369.9,0.0259852
1.09446,541065,53906.5,0.029088
1.09975,211997,20999.7,0.032821
1.09009,260072,25807.2,0.0334776
1.12248,173518,17151.8,0.0307444
1.10753,357893,35589.3,0.0299092
1.06035,1.97976e+06,197776,0.0307649
1.07329,994130,99213,0.0312597
1.07485,780941,77894.1,0.0269004
1.13758,218688,21668.8,0.0284218
1.07632,1.10876e+06,110676,0.0290616
1.12188,41999.6,3999.96,0.0316727
1.08699,2.57324e+06,257124,0.0297726
1.13034,136633,13463.3,0.0310058
1.07975,205803,20380.3,0.0289918
1.08988,1.6952e+06,169320,0.0343808
1.08333,390422,38842.2,0.0284565
1.11831,82154.8,8015.48,0.0290644
1.07238,2.14704e+06,214504,0.0318788
1.07462,449296,44729.6,0.0291047
1.09847,54419.6,5241.96,0.0288802
1.06093,3.27158e+06,326958,0.0290121
1.08204,559931,55793.1,0.0287256
1.0752,1.39251e+06,139051,0.0286023
1.08053,799743,79774.3,0.0340447
1.11103,324509,32250.9,0.0299952
1.10807,704365,70236.5,0.0276414
1.07667,1.33566e+06,133366,0.0309473
1.10245,37896.7,3589.67,0.0373296
1.07592,1.43262e+06,143062,0.0295328
1.0801,67928,6592.8,0.031263
1.08584,269050,26705,0.0274614
1.1332,217297,21529.7,0.0272397
1.06096,1.85652e+06,185452,0.0304043
1.09942,564725,56272.5,0.0358061
1.09118,272759,27075.9,0.0302396
1.07732,472141,47014.1,0.0294727
1.07179,518225,51622.5,0.030206
1.06992,1.39874e+06,139674,0.0316683
1.07486,306174,30417.4,0.0359339
1.06566,1.00503e+06,100303,0.0301963
1.0793,800264,79826.4,0.0295092
1.15621,39425.5,3742.55,0.032362
1.14268,71966.5,6996.65,0.0276337
1.08682,658350,65635,0.0301216
1.07793,2.36934e+06,236734,0.0292497
1.14426,30192.1,2819.21,0.0283584
1.11041,353278,35127.8,0.0300473
1.10085,35848.4,3384.84,0.0302554
1.12369,629504,62750.4,0.0292245
1.07999,713674,71167.4,0.027791
1.13605,68059.7,6605.97,0.0330852
1.08087,686146,68414.6,0.0262744
1.07912,877212,87521.2,0.0377867
1.07137,2.4138e+06,241180,0.0325534
1.10204,1.28986e+06,128786,0.0289896
1.10461,560029,55802.9,0.0327256
1.09157,323611,32161.1,0.0293562
1.10786,30651.1,2865.11,0.0294101
1.08479,317211,31521.1,0.0299873
1.11892,333579,33157.9,0.030073
1.1074,528989,52698.9,0.0328964
1.09107,367445,36544.5,0.0316496
1.08697,682038,68003.8,0.029888
1.07524,774440,77244,0.0293018
1.11006,957828,95582.8,0.0308566
1.07036,745472,74347.2,0.0285395
1.06607,437018,43501.8,0.0311025
1.07521,652529,65052.9,0.0297366
1.07198,1.13407e+06,113207,0.0303961
1.12794,301618,29961.8,0.0301059
1.07138,554340,55234,0.0292748
1.09086,309771,30777.1,0.0300106
1.08234,1.12775e+06,112575,0.0317443
1.08226,509220,50722,0.0266913
1.08843,691063,68906.3,0.0255086
1.08518,899464,89746.4,0.0295516
1.11225,46348.3,4434.83,0.0270982
1.11764,103568,10156.8,0.0310683
1.07351,1.73921e+06,173721,0.0282306
1.0883,197702,19570.2,0.0359702
1.11347,231452,22945.2,0.028602
1.09555,998535,99653.5,0.032967
1.07705,1.09721e+06,109521,0.0294637
1.08078,1.65393e+06,165193,0.0282898
1.16725,26329.6,2432.96,0.0341786
1.11495,195612,19361.2,0.0286799
1.07317,1.92586e+06,192386,0.0300628
1.08065,1.75333e+06,175133,0.0280927
1.10236,821565,81956.5,0.0563569
1.08021,828068,82606.8,0.0334384
1.09777,43657.4,4165.74,0.0314151
1.11234,27149.9,2514.99,0.028182
1.13487,49990.8,4799.08,0.032304
1.09155,1.35855e+06,135655,0.0297435
1.07463,466041,46404.1,0.0298734
1.08519,99243.2,9724.32,0.0271319
1.09061,148227,14622.7,0.0309943
1.07803,1.09973e+06,109773,0.0313609
1.11257,288106,28610.6,0.0291688
1.06342,1.35059e+06,134859,0.0297156
1.07732,2.43663e+06,243463,0.0304536
1.09559,148964,14696.4,0.0315918
1.1171,303698,30169.8,0.0366796
1.10583,35546.3,3354.63,0.0284427
1.08552,355561,35356.1,0.0313716
1.08656,794887,79288.7,0.0298481
1.10937,1.06175e+06,105975,0.0307858
1.09043,37876.4,3587.64,0.0294839
1.07411,498095,49609.5,0.0372767
1.09423,1.11888e+06,111688,0.0300767
1.07015,792935,79093.5,0.0322179
1.07106,2.4074e+06,240540,0.0302463
1.09128,140715,13871.5,0.0330022
1.06601,1.69862e+06,169662,0.0359647
1.1111,298577,29657.7,0.0310456
1.10935,321856,31985.6,0.0290631
1.07667,1.45065e+06,144865,0.0292044
1.07107,2.25366e+06,225166,0.0298598
1.09652,795540,79354,0.0300954
1.08856,523637,52163.7,0.0251018
1.07793,1.08779e+06,108579,0.0333531
1.08159,1.59951e+06,159751,0.0305821
1.11064,50523.7,4852.37,0.0309837
1.08494,810212,80821.2,0.0294265
1.06974,789362,78736.2,0.0287868
1.06926,799959,79795.9,0.0301416
1.07811,1.00494e+06,100294,0.0344071
1.12414,166515,16451.5,0.038576
1.07318,482143,48014.3,0.0297859
1.08274,267840,26584,0.0277464
1.15301,24634.1,2263.41,0.0272107
1.13885,26583.2,2458.32,0.0276221
1.08378,384638,38263.8,0.0292256
1.0863,847613,84561.3,0.0381185
1.07739,952002,95000.2,0.0274239
1.08566,711017,70901.7,0.0326584
1.06364,2.29643e+06,229443,0.0310588
1.07862,920855,91885.5,0.0348644
1.07966,1.87305e+06,187105,0.0298591
1.08082,760527,75852.7,0.0314317
1.09341,1.19821e+06,119621,0.0294647
1.06427,2.06304e+06,206104,0.0295669
1.12479,129036,12703.6,0.02814
1.08071,1.56742e+06,156542,0.0300214
1.08471,327599,32559.9,0.0292817
1.0842,1.02137e+06,101937,0.0282031
1.07502,1.56566e+06,156366,0.0300932
1.08814,521104,51910.4,0.0279505
1.10411,39885.9,3788.59,0.0312131
1.12554,85886.4,8388.64,0.0315004
1.06987,676938,67493.8,0.0282807
1.08803,335265,33326.5,0.0284311
1.07111,1.2505e+06,124850,0.0302263
1.0639,590862,58886.2,0.0298385
1.13818,26636.4,2463.64,0.0273921
1.0776,548315,54631.5,0.0260705
1.1246,59655.8,5765.58,0.0467575
1.10401,64617.9,6261.79,0.0335443
1.05977,291539,28953.9,0.0332707
1.08185,1.37613e+06,137413,0.0281404
1.13813,133749,13174.9,0.0284282
1.11009,730127,72812.7,0.0286674
1.10134,52200.4,5020.04,0.0337128
1.08327,407085,40508.5,0.0330388
1.07201,2.25378e+06,225178,0.0277623
1.07648,1.2079e+06,120590,0.0323248
1.15149,27028.9,2502.89,0.0275942
1.08248,491324,48932.4,0.0291491
1.11674,55401.9,5340.19,0.0310956
1.13708,162218,16021.8,0.0325263
1.06189,3.00617e+06,300417,0.0321207
1.07166,635770,63377,0.0295911
1.13792,66366.7,6436.67,0.0299911
1.08248,1.3617e+06,135970,0.029382
1.07784,975828,97382.9,0.0295966
1.10031,1.64903e+06,164703,0.0288517
1.10029,1.67226e+06,167026,0.031478
1.08024,876341,87434.1,0.0303087
1.09333,294372,29237.2,0.0326601
1.12738,123660,12166,0.0273186
1.10479,566780,56478,0.0282475
1.09236,115501,11350.1,0.0699641
1.07829,2.12372e+06,212172,0.0323905
1.06471,1.22263e+06,122063,0.0331084
1.06399,2.02482e+06,202282,0.0303109
1.07274,534670,53267,0.0311776
1.08531,2.89898e+06,289698,0.0353735
1.07115,1.26468e+06,126268,0.0290124
1.06449,1.14034e+06,113834,0.0320377
1.10897,828600,82660,0.032291
1.06369,2.09681e+06,209481,0.030095
1.12986,413321,41132.1,0.032162
1.08216,1.19909e+06,119709,0.0293809
1.09754,103819,10181.9,0.0296117
1.06903,762034,76003.4,0.0297267
1.08695,261232,25923.2,0.0302947
